mass, logp, h_d, h_a, rot_b, tpsa, target
425.39, 2.94, 1, 7, 4, 86.09, antiinfective
380.66, 0.82, 3, 5, 2, 118.36, cardio
326.44, 3.4, 1, 4, 4, 45.59, cardio
280.31, 0.87, 2, 6, 4, 107.2, antiinfective
582.86, 5.78, 2, 7, 17, 81.42, cns
351.84, 3.33, 0, 5, 3, 46.31, cns
520.58, -0.32, 7, 10, 9, 184.04, antiinfective
304.22, 3.38, 1, 2, 9, 40.54, antineoplastic
391.59, 6.25, 0, 3, 5, 7.12, antiinfective
589.69, 0.42, 8, 11, 17, 214.84, antineoplastic
163.26, 2.18, 0, 1, 3, 3.24, cns
327.4, 3.01, 0, 4, 6, 36.44, cns
389.43, 0.71, 4, 6, 5, 132.96, antiinfective
685.7, -9.23, 15, 15, 10, 392.86, antiinfective
318.34, 3.2, 1, 4, 9, 56.84, cns
482.54, 3.84, 3, 7, 2, 89.68, antineoplastic
317.39, 2.28, 3, 5, 8, 70.95, cardio
246.31, 2.59, 0, 3, 2, 43.37, antineoplastic
429.56, 4.04, 1, 5, 7, 74.68, cardio
282.34, 2.39, 0, 5, 0, 53.99, antiinfective
272.33, -0.41, 3, 5, 5, 103.86, antiinfective
905.04, 4.28, 4, 17, 9, 240.11, antineoplastic
445.43, -2.96, 4, 10, 10, 214.41, antiinfective
738.3, 3.83, 3, 11, 7, 156.47, antineoplastic
213.66, 1.86, 2, 2, 4, 63.32, cns
253.34, 3.24, 0, 2, 1, 12.47, cns
414.38, 5.51, 0, 3, 4, 11.41, antiinfective
550.65, 3.7, 4, 7, 12, 145.33, antiinfective
349.43, 3.33, 4, 3, 7, 77.15, antineoplastic
421.91, 3.9, 1, 6, 8, 90.82, cardio
336.48, 4.14, 0, 2, 6, 23.55, cns
197.97, -1.3, 1, 5, 0, 76.86, antiinfective
527.53, 1.03, 5, 11, 4, 185.84, antineoplastic
654.61, 3.19, 3, 6, 5, 118.21, cns
204.23, 1.12, 3, 2, 3, 79.11, cns
1188.4, -4.37, 14, 15, 33, 473.9, cardio
163.13, 0.48, 1, 3, 0, 63.07, antiinfective
738.3, 3.83, 3, 11, 7, 156.47, antineoplastic
665.73, 0.12, 7, 13, 3, 230.99, antiinfective
385.46, 1.55, 4, 6, 12, 125.32, cardio
87.12, 0.13, 1, 1, 1, 43.09, antineoplastic
281.14, 4.21, 1, 1, 3, 37.3, cardio
204.3, 2.15, 0, 3, 1, 15.6, antiinfective
1415.58, -7.7, 20, 31, 35, 627.07, antineoplastic
307.44, 4.42, 0, 2, 4, 12.47, cns
623.02, 8.27, 0, 4, 19, 52.6, antiinfective
472.4, -0.04, 4, 11, 3, 176.89, antiinfective
325.37, 0.6, 4, 7, 6, 123.13, antineoplastic
434.88, 1.21, 1, 7, 4, 115.57, antiinfective
2239.81, -6.22, 39, 30, 72, 890.6, antiinfective
850.98, 1.06, 12, 18, 22, 263.34, antineoplastic
189.24, -0.25, 0, 3, 0, 54.45, antiinfective
360.65, 7.74, 0, 0, 17, 0.0, antiinfective
563.67, 6.12, 1, 6, 14, 110.21, cardio
414.35, 3.44, 2, 4, 7, 59.59, cardio
690.67, -0.35, 4, 16, 8, 259.75, antiinfective
703.71, 3.85, 6, 8, 4, 210.31, antineoplastic
377.46, 0.58, 1, 5, 7, 77.35, cns
314.29, 2.14, 1, 6, 1, 66.38, antiinfective
280.14, 0.9, 1, 3, 1, 57.61, antiinfective
639.83, 3.15, 0, 9, 6, 139.83, antiinfective
364.42, 1.09, 2, 5, 5, 95.94, antiinfective
336.47, 5.68, 2, 3, 15, 66.76, cardio
324.36, 2.89, 3, 3, 3, 83.8, antineoplastic
668.54, 1.1, 4, 14, 7, 207.36, antineoplastic
363.65, -0.16, 3, 10, 1, 154.84, antineoplastic
136.2, 0.69, 2, 2, 3, 38.05, cns
686.81, 5.05, 1, 8, 11, 121.77, cardio
654.71, 3.12, 3, 10, 7, 144.28, antineoplastic
263.38, 2.63, 1, 3, 4, 32.7, cns
837.06, 2.21, 5, 17, 13, 216.89, antiinfective
255.74, 2.55, 1, 3, 4, 52.32, cns
266.39, 3.0, 2, 2, 2, 52.04, cns
143.23, 1.69, 1, 1, 5, 43.09, cns
262.31, 4.19, 2, 2, 0, 48.91, antineoplastic
277.37, 1.72, 2, 3, 7, 61.44, cardio
287.34, 2.37, 1, 4, 3, 67.87, cardio
1101.44, 4.37, 4, 11, 13, 235.38, antiinfective
270.37, 4.79, 2, 2, 5, 40.46, antineoplastic
1006.82, -6.36, 13, 21, 25, 426.26, antiinfective
222.29, 1.58, 0, 4, 6, 42.43, cardio
369.49, 1.29, 2, 6, 7, 101.73, cns
488.33, -2.23, 4, 13, 10, 215.72, cns
87.15, -1.85, 2, 1, 0, 28.64, antiinfective
335.86, 5.37, 1, 3, 5, 34.4, antiinfective
255.74, 2.55, 1, 3, 4, 52.32, cns
414.46, 0.25, 3, 6, 5, 141.08, antiinfective
541.55, 0.87, 5, 11, 2, 166.22, antineoplastic
670.68, -0.61, 5, 10, 12, 242.87, antiinfective
379.5, 4.36, 0, 4, 6, 38.77, cns
332.38, -1.07, 3, 5, 2, 119.05, antiinfective
835.09, 2.2, 5, 16, 12, 196.33, antiinfective
168.04, 2.08, 0, 1, 2, 9.23, cns
555.52, 7.13, 1, 4, 8, 45.59, antiinfective
384.25, 0.36, 4, 6, 9, 124.44, antineoplastic
209.14, -0.48, 4, 3, 4, 120.85, cns
753.94, 2.73, 5, 10, 6, 164.82, antineoplastic
557.61, 0.83, 2, 14, 10, 180.97, antiinfective
389.43, 0.71, 4, 6, 5, 132.96, antiinfective
461.5, 0.09, 4, 6, 5, 148.15, antiinfective
1964.34, -4.35, 22, 24, 53, 708.13, antiinfective
424.52, 4.74, 2, 5, 10, 92.42, cardio
180.05, 2.6, 0, 1, 2, 9.23, cns
550.65, 3.7, 4, 7, 12, 145.33, antiinfective
913.11, 1.38, 10, 17, 5, 274.75, antiinfective
1736.18, 10.81, 6, 28, 15, 340.12, antiinfective
1009.19, 4.69, 8, 16, 26, 286.99, cardio
788.84, 2.45, 1, 16, 7, 216.86, cardio
309.41, 3.45, 1, 3, 3, 30.49, cns
692.21, 3.53, 2, 10, 5, 156.47, antineoplastic
555.58, -7.79, 12, 16, 10, 311.71, antiinfective
873.09, 5.38, 3, 14, 8, 170.06, antiinfective
149.19, 1.22, 1, 2, 2, 43.09, cns
325.45, 3.77, 2, 3, 5, 43.7, cardio
611.44, 5.91, 2, 6, 8, 120.22, cardio
454.47, -1.96, 2, 12, 7, 176.34, antiinfective
611.62, 3.0, 4, 11, 8, 202.84, antiinfective
347.86, 4.47, 1, 2, 5, 23.47, cns
622.84, 4.69, 4, 9, 7, 134.91, antiinfective
535.52, 5.42, 0, 6, 6, 38.74, antiinfective
527.57, 0.31, 6, 10, 4, 170.87, antiinfective
1290.55, 5.93, 7, 24, 11, 350.18, antiinfective
792.02, 4.47, 3, 12, 6, 178.36, antiinfective
294.4, 3.16, 1, 3, 3, 36.36, antiinfective
364.78, 2.69, 2, 6, 0, 96.36, antiinfective
280.36, 1.96, 2, 4, 0, 66.76, antiinfective
424.99, 0.39, 4, 7, 7, 102.26, antiinfective
332.48, 3.77, 1, 3, 1, 54.37, cns
292.38, 3.5, 1, 3, 3, 38.05, antineoplastic
315.68, 4.07, 1, 2, 0, 38.33, antiinfective
387.48, 0.72, 1, 8, 7, 71.74, cardio
393.7, 4.4, 0, 5, 1, 43.07, cns
941.09, 6.07, 5, 16, 5, 226.22, antiinfective
592.55, 3.3, 9, 12, 4, 209.76, antiinfective
271.36, 2.45, 1, 3, 0, 32.7, cns
433.54, 4.53, 4, 5, 0, 120.85, antiinfective
577.73, 2.52, 3, 6, 5, 118.21, cardio
504.97, 0.51, 5, 8, 9, 148.79, antiinfective
1203.5, -5.24, 18, 18, 29, 490.66, antiinfective
325.45, 4.22, 0, 3, 10, 29.54, cardio
237.73, 2.9, 1, 2, 2, 29.1, cns
681.39, 8.11, 1, 6, 9, 33.19, cns
250.3, 3.0, 0, 3, 1, 34.89, cns
160.22, 1.23, 1, 2, 2, 24.39, cardio
130.25, 1.88, 0, 0, 4, 0.0, cardio
685.7, -9.23, 15, 15, 10, 392.86, antiinfective
1325.56, 3.42, 8, 28, 25, 326.54, antineoplastic
274.37, 3.67, 1, 1, 0, 19.03, cns
444.44, -0.37, 6, 9, 2, 181.62, antiinfective
179.17, -3.41, 5, 6, 5, 124.01, antiinfective
1183.26, 1.55, 8, 26, 18, 359.34, antineoplastic
218.26, 1.47, 1, 2, 2, 49.41, cns
847.02, 4.62, 5, 14, 4, 205.55, antiinfective
264.24, -1.87, 1, 6, 3, 133.07, antiinfective
593.65, -0.19, 2, 16, 9, 206.11, antiinfective
1040.24, -4.03, 12, 15, 19, 405.32, cardio
391.59, 6.25, 0, 3, 5, 7.12, antiinfective
297.34, -0.61, 3, 9, 3, 119.31, antiinfective
288.44, 3.9, 1, 2, 5, 32.34, cns
564.64, -0.16, 8, 10, 12, 267.4, antiinfective
454.52, 1.17, 3, 7, 5, 108.33, cns
309.53, -0.46, 3, 6, 2, 88.38, cns
395.85, 3.32, 3, 5, 2, 113.46, cardio
402.92, 2.34, 1, 5, 3, 53.01, cardio
134.13, 1.31, 0, 2, 2, 34.14, antiinfective
278.39, 4.0, 2, 2, 3, 57.53, cardio
954.66, -0.0, 13, 26, 4, 447.09, antineoplastic
408.55, 1.94, 3, 5, 5, 86.71, cardio
424.99, 0.39, 4, 7, 7, 102.26, antiinfective
615.63, -8.86, 13, 19, 9, 347.32, antiinfective
813.98, 3.62, 0, 16, 9, 184.19, antiinfective
610.85, 5.21, 0, 8, 6, 72.88, cns
360.37, 2.57, 1, 7, 5, 107.77, cardio
388.47, 3.62, 1, 5, 5, 67.35, antineoplastic
780.95, 2.22, 6, 14, 7, 203.06, cardio
302.16, 1.11, 1, 5, 5, 90.06, antineoplastic
394.47, 2.11, 0, 5, 2, 51.24, cns
519.57, -0.71, 4, 11, 10, 193.63, antiinfective
314.34, 3.08, 1, 5, 4, 73.44, cns
269.11, -2.91, 0, 3, 1, 63.19, antineoplastic
843.07, 2.33, 4, 16, 11, 195.38, antiinfective
296.55, 3.62, 0, 4, 4, 6.48, cns
889.02, 8.61, 4, 8, 10, 174.64, antiinfective
551.01, 0.48, 6, 12, 2, 247.98, cardio
654.61, 3.19, 3, 6, 5, 118.21, cns
282.34, 2.39, 0, 5, 0, 53.99, antiinfective
349.28, 2.27, 3, 4, 7, 112.93, antiinfective
905.04, 4.28, 4, 17, 9, 240.11, antineoplastic
280.36, 1.96, 2, 4, 0, 66.76, antiinfective
461.56, 5.86, 1, 3, 7, 41.03, cns
427.53, 4.11, 1, 6, 5, 71.11, cardio
346.31, 0.08, 0, 2, 6, 52.66, antineoplastic
476.49, 1.92, 4, 6, 10, 152.69, antineoplastic
383.45, -0.11, 3, 5, 9, 128.34, cns
869.15, 3.34, 4, 15, 12, 186.15, antiinfective
403.98, 3.94, 1, 5, 6, 29.95, cns
375.39, -0.83, 4, 10, 6, 134.54, cardio
810.99, 3.99, 3, 12, 7, 154.1, antineoplastic
200.15, -0.08, 1, 6, 3, 113.28, antiinfective
242.23, -1.69, 0, 7, 3, 87.03, cardio
149.28, 1.54, 1, 1, 2, 3.24, antiinfective
1022.24, 2.32, 4, 14, 10, 231.2, antiinfective
695.85, 1.64, 2, 17, 13, 196.99, antiinfective
433.42, -2.85, 2, 12, 7, 207.24, antiinfective
338.39, -1.11, 6, 5, 10, 177.05, cns
2263.79, -6.01, 37, 30, 42, 926.48, antiinfective
520.55, -3.1, 3, 15, 9, 210.3, antiinfective
916.11, 1.83, 5, 18, 13, 238.67, antiinfective
270.4, 2.63, 1, 1, 8, 25.84, cns
380.47, 1.35, 3, 6, 9, 110.88, cardio
389.43, 2.37, 2, 6, 5, 83.8, antineoplastic
346.34, -3.13, 6, 7, 7, 189.72, antiinfective
437.15, 4.28, 1, 5, 2, 84.7, antiinfective
302.32, 0.47, 2, 7, 2, 121.07, antineoplastic
550.92, 9.63, 0, 4, 25, 34.58, antiinfective
1620.69, -5.62, 22, 24, 35, 702.02, antiinfective
475.58, 5.31, 1, 3, 7, 35.58, cns
500.63, 2.59, 4, 8, 16, 146.05, antiinfective
318.5, 4.6, 1, 2, 1, 37.3, cns
431.83, 3.07, 1, 7, 5, 85.83, antiinfective
822.95, 3.43, 6, 15, 4, 216.66, antiinfective
707.81, 1.29, 7, 13, 6, 230.99, antiinfective
401.5, 4.22, 1, 2, 7, 35.58, cns
424.99, 0.39, 4, 7, 7, 102.26, antiinfective
387.72, 5.86, 0, 4, 6, 27.05, antiinfective
391.42, -0.55, 4, 6, 7, 158.92, antiinfective
110.11, 0.5, 0, 2, 3, 34.14, antiinfective
350.47, 1.88, 4, 2, 0, 106.22, cardio
1440.59, -8.25, 22, 33, 39, 665.12, antineoplastic
433.76, 5.22, 1, 3, 5, 28.16, antiinfective
308.34, 2.52, 1, 4, 2, 62.54, antineoplastic
877.05, 4.74, 6, 15, 5, 216.66, antiinfective
793.95, 1.61, 5, 15, 8, 218.82, cardio
489.34, -1.6, 5, 12, 10, 212.89, cns
264.37, 2.62, 1, 4, 8, 41.57, cns
191.27, 2.08, 0, 2, 1, 12.47, cns
255.23, -1.97, 4, 8, 5, 139.28, antiinfective
452.56, 4.92, 2, 5, 5, 73.07, antiinfective
545.91, 1.93, 3, 10, 10, 158.18, antiinfective
366.41, 1.12, 1, 7, 3, 94.59, antineoplastic
110.13, -0.41, 0, 3, 1, 43.37, antineoplastic
427.46, -1.94, 2, 8, 6, 162.26, antiinfective
334.37, -4.98, 5, 7, 2, 138.67, antiinfective
496.56, -5.61, 10, 14, 6, 248.39, antiinfective
232.28, 1.86, 2, 2, 4, 54.12, cns
442.6, 5.07, 0, 4, 8, 24.94, cardio
1131.27, -1.32, 13, 23, 14, 388.04, cardio
1093.33, -3.31, 16, 18, 23, 412.03, antiinfective
351.4, 0.17, 2, 7, 1, 96.3, antineoplastic
350.42, 2.9, 2, 6, 6, 69.87, antineoplastic
548.63, 3.48, 3, 9, 12, 157.33, antiinfective
475.62, 4.56, 3, 6, 7, 110.0, cns
199.25, 0.0, 1, 4, 1, 49.77, cns
299.76, 1.85, 1, 3, 1, 48.19, cns
324.68, 2.73, 0, 8, 5, 83.56, antiinfective
158.24, 2.82, 1, 1, 7, 37.3, antiinfective
308.36, 0.96, 2, 6, 6, 84.32, antiinfective
914.14, 5.52, 3, 14, 9, 178.93, antiinfective
543.53, 0.0, 6, 12, 5, 206.07, antineoplastic
495.45, -3.48, 8, 12, 8, 250.32, antiinfective
421.5, -1.01, 4, 11, 11, 142.2, antineoplastic
44.01, -0.16, 0, 1, 0, 53.47, cns
203.24, -1.24, 0, 4, 5, 66.43, cns
423.21, 1.32, 3, 7, 10, 156.07, antiinfective
845.02, 4.6, 2, 15, 11, 197.87, antiinfective
495.57, 3.09, 2, 7, 2, 114.46, antineoplastic
236.27, 1.2, 1, 3, 1, 66.48, cns
478.89, 0.28, 6, 9, 2, 181.62, antiinfective
242.23, -1.51, 3, 6, 2, 104.55, antiinfective
454.47, -1.96, 2, 12, 7, 176.34, antiinfective
226.24, 0.12, 0, 6, 4, 73.43, antiinfective
440.41, -4.01, 2, 9, 2, 192.94, antiinfective
292.42, 0.51, 0, 4, 6, 52.6, cardio
225.27, 0.83, 1, 3, 4, 81.59, cns
339.51, 3.93, 0, 4, 4, 9.72, cns
679.8, -6.1, 8, 15, 8, 276.27, antiinfective
226.28, 1.18, 2, 3, 4, 75.27, cns
563.67, 6.12, 1, 6, 14, 110.21, cardio
240.31, 3.38, 1, 4, 3, 50.17, cardio
499.52, 0.81, 6, 10, 3, 179.77, antineoplastic
270.16, 2.95, 1, 3, 3, 27.63, cardio
596.82, 4.58, 0, 5, 6, 97.82, cardio
313.4, 3.19, 1, 4, 6, 39.72, cns
230.27, 2.28, 0, 4, 3, 44.12, cns
847.02, 4.62, 5, 14, 4, 205.55, antiinfective
192.26, 1.59, 2, 2, 2, 55.12, cardio
380.32, -1.38, 2, 6, 3, 137.92, antiinfective
494.71, 4.02, 1, 8, 31, 84.84, cardio
703.88, 4.82, 5, 8, 14, 158.33, antiinfective
212.29, 0.9, 1, 2, 5, 63.4, cns
527.53, 1.03, 5, 11, 4, 185.84, antineoplastic
123.11, -0.42, 1, 3, 1, 68.87, antiinfective
780.95, 2.22, 6, 14, 7, 203.06, cardio
256.26, -1.26, 3, 6, 3, 104.55, antiinfective
622.93, 7.86, 3, 7, 25, 105.45, antineoplastic
382.4, -1.89, 2, 10, 5, 150.04, antiinfective
263.19, 0.38, 0, 6, 4, 124.37, antiinfective
510.48, -0.17, 2, 12, 9, 189.06, antiinfective
1646.87, -4.31, 22, 21, 50, 645.48, antineoplastic
239.23, -1.98, 4, 7, 2, 121.6, antineoplastic
768.87, -1.66, 10, 10, 21, 301.24, cns
281.42, 2.46, 1, 1, 4, 7.68, cns
130.14, 0.18, 0, 3, 4, 43.37, antiinfective
822.95, 3.43, 6, 15, 4, 216.66, antiinfective
811.88, 3.16, 4, 16, 9, 217.05, antineoplastic
596.3, 2.49, 6, 7, 10, 192.8, antiinfective
411.54, 3.16, 2, 5, 4, 62.16, cns
294.4, 3.16, 1, 3, 3, 36.36, antiinfective
249.42, 4.39, 0, 2, 2, 3.24, cns
443.55, 3.92, 1, 7, 5, 78.43, antineoplastic
294.4, 3.16, 1, 3, 3, 36.36, antiinfective
1183.26, 1.55, 8, 26, 18, 359.34, antineoplastic
394.69, 3.03, 2, 7, 6, 98.46, antiinfective
289.4, 2.5, 1, 4, 4, 48.99, antineoplastic
581.58, -8.16, 12, 15, 9, 336.43, antiinfective
135.21, 1.58, 1, 1, 2, 26.02, cns
495.75, 6.88, 1, 5, 23, 81.7, cns
312.41, 3.23, 0, 5, 2, 46.15, antiinfective
596.82, 4.58, 0, 5, 6, 97.82, cardio
321.38, 2.73, 2, 3, 5, 74.85, antineoplastic
665.73, 0.12, 7, 13, 3, 230.99, antiinfective
370.53, 6.83, 2, 2, 14, 57.53, antiinfective
428.42, -0.14, 5, 10, 9, 154.78, antiinfective
187.26, 0.85, 1, 3, 8, 60.36, cardio
1646.87, -4.1, 23, 21, 50, 642.98, antineoplastic
959.13, -1.03, 12, 19, 9, 315.21, antiinfective
1167.19, -16.74, 26, 30, 18, 679.18, antiinfective
314.86, 4.53, 0, 2, 4, 6.48, cns
452.3, 6.61, 2, 3, 4, 82.53, cardio
460.74, 8.01, 2, 3, 2, 49.69, antiinfective
614.65, -8.9, 13, 19, 9, 353.11, antiinfective
378.32, 4.45, 2, 3, 2, 45.15, antiinfective
622.93, 7.86, 3, 7, 25, 105.45, antineoplastic
384.43, 2.6, 1, 7, 4, 100.52, antiinfective
313.4, 2.98, 2, 4, 8, 58.56, cardio
147.13, -1.65, 3, 4, 4, 100.62, antiinfective
669.87, 2.94, 3, 11, 10, 156.2, antiinfective
165.24, 1.54, 2, 2, 3, 32.26, cns
467.52, -6.3, 10, 14, 6, 268.17, antiinfective
253.74, 1.79, 3, 1, 2, 88.79, antiinfective
246.35, 1.77, 1, 2, 5, 46.33, cns
223.28, 2.68, 0, 3, 1, 41.61, antineoplastic
235.33, 1.34, 2, 3, 6, 58.36, cardio
938.12, 0.8, 11, 18, 3, 308.61, antiinfective
506.59, 1.29, 3, 11, 7, 160.1, antiinfective
777.05, 5.64, 5, 11, 3, 180.05, antiinfective
163.26, 2.23, 1, 1, 3, 12.03, cardio
366.41, 1.12, 1, 7, 3, 94.59, antineoplastic
1183.26, 1.55, 8, 26, 18, 359.34, antineoplastic
238.24, 0.96, 2, 4, 5, 104.64, cns
150.22, 2.49, 0, 1, 1, 17.07, antineoplastic
179.22, 1.2, 2, 2, 4, 63.32, cns
343.55, 5.05, 3, 3, 16, 83.55, cardio
434.45, -1.5, 3, 11, 7, 155.71, cardio
482.54, 3.84, 3, 7, 2, 89.68, antineoplastic
1093.33, -3.31, 16, 18, 23, 412.03, antiinfective
517.13, 1.54, 4, 7, 10, 168.33, antineoplastic
1664.92, 0.77, 17, 31, 12, 562.74, antiinfective
584.68, 1.0, 4, 13, 10, 197.4, antiinfective
295.38, 3.63, 2, 3, 2, 43.7, cns
246.22, -3.28, 5, 7, 2, 140.64, antineoplastic
208.69, 2.34, 1, 2, 1, 24.92, cns
723.65, 2.46, 5, 13, 10, 215.22, antineoplastic
386.8, 5.03, 0, 2, 2, 15.6, cns
285.24, -1.84, 4, 9, 2, 139.54, antineoplastic
475.34, 2.08, 2, 7, 7, 123.21, cns
413.17, 1.92, 2, 8, 2, 141.0, cns
493.75, 4.97, 1, 6, 9, 66.84, antiinfective
443.57, 4.43, 2, 4, 6, 65.44, antineoplastic
325.8, 3.65, 2, 3, 3, 73.1, cardio
273.38, 2.77, 0, 3, 4, 29.54, cns
434.53, 4.6, 1, 4, 5, 26.71, cns
283.72, 3.05, 1, 3, 2, 68.87, antineoplastic
665.73, 0.12, 7, 13, 3, 230.99, antiinfective
216.28, 2.14, 1, 3, 2, 35.83, antiinfective
286.26, 2.11, 0, 5, 6, 81.65, cns
463.58, -3.72, 8, 12, 7, 199.73, antiinfective
284.27, -2.02, 5, 9, 2, 132.36, antineoplastic
577.17, 6.02, 1, 4, 4, 51.43, cns
376.44, 3.67, 0, 6, 4, 67.57, cns
546.59, -1.3, 3, 11, 9, 191.22, antiinfective
279.38, 3.96, 0, 2, 3, 12.47, cns
483.52, -7.33, 11, 15, 6, 288.4, antiinfective
85.15, 0.76, 1, 1, 0, 12.03, cardio
384.43, 2.6, 1, 7, 4, 100.52, antiinfective
496.55, -0.36, 5, 10, 3, 162.98, antineoplastic
387.53, -1.52, 7, 6, 17, 180.88, antineoplastic
499.53, -0.16, 6, 11, 10, 197.74, cardio
531.55, -2.24, 2, 9, 8, 193.71, antiinfective
1096.35, 0.82, 13, 14, 17, 355.08, antineoplastic
423.38, -1.87, 2, 10, 7, 176.59, antiinfective
381.36, 2.82, 2, 6, 2, 97.79, antineoplastic
504.97, 0.51, 5, 8, 9, 148.79, antiinfective
370.45, 4.38, 1, 5, 2, 68.9, antiinfective
659.64, 1.39, 4, 13, 7, 174.77, antineoplastic
1106.34, 0.37, 14, 12, 30, 374.2, antineoplastic
296.4, 1.53, 1, 3, 1, 41.46, cns
666.58, -9.75, 14, 21, 10, 347.83, antineoplastic
402.92, 2.34, 1, 5, 3, 53.01, cardio
318.5, 4.6, 1, 2, 1, 37.3, cns
1023.14, -1.74, 6, 28, 16, 381.62, antiinfective
777.05, 5.64, 5, 11, 3, 180.05, antiinfective
847.02, 4.62, 5, 14, 4, 205.55, antiinfective
268.41, 1.76, 1, 3, 2, 41.99, cardio
400.56, 4.31, 1, 4, 4, 26.71, cns
627.64, 1.55, 5, 13, 7, 204.3, antineoplastic
376.45, 2.0, 0, 6, 7, 76.15, cns
638.84, 2.92, 8, 10, 5, 188.14, antiinfective
371.47, 3.28, 2, 5, 4, 73.68, antiinfective
369.53, 2.48, 2, 3, 3, 43.7, cardio
416.65, 5.7, 3, 3, 6, 60.69, cardio
767.88, 12.75, 4, 4, 12, 115.06, antiinfective
1008.26, 6.99, 4, 15, 10, 199.16, antiinfective
455.47, -0.62, 3, 11, 7, 173.51, antiinfective
270.76, 2.42, 1, 4, 6, 55.56, cns
395.42, -0.17, 4, 9, 5, 158.21, antiinfective
245.37, 3.3, 0, 2, 4, 20.31, cns
1603.89, 2.19, 11, 31, 16, 457.87, cardio
416.65, 5.7, 3, 3, 6, 60.69, cardio
301.39, 1.73, 1, 4, 1, 41.93, cns
638.63, 0.27, 5, 14, 6, 216.31, antineoplastic
493.75, 4.97, 1, 6, 9, 66.84, antiinfective
302.11, -1.44, 0, 12, 11, 209.48, cardio
1497.82, -0.84, 17, 16, 43, 550.71, cns
2197.64, -10.04, 32, 33, 43, 886.35, cardio
179.31, 2.55, 1, 1, 1, 26.02, antiinfective
350.4, 0.7, 2, 5, 5, 95.94, antiinfective
518.46, -3.8, 2, 14, 9, 211.96, antiinfective
382.4, -1.89, 2, 10, 5, 150.04, antiinfective
666.58, -9.75, 14, 21, 10, 347.83, antiinfective
338.77, 0.92, 3, 4, 2, 109.49, cardio
279.38, 3.96, 0, 2, 3, 12.47, cns
515.71, 4.33, 2, 6, 5, 106.89, antiinfective
138.06, -0.09, 2, 2, 1, 70.06, antiinfective
424.99, 0.39, 4, 7, 7, 102.26, antiinfective
916.11, 1.83, 5, 18, 13, 238.67, antiinfective
905.04, 4.28, 4, 17, 9, 240.11, antineoplastic
639.83, 5.73, 2, 9, 3, 116.04, antiinfective
300.31, 3.34, 2, 4, 7, 92.47, antineoplastic
295.45, 2.85, 2, 4, 5, 41.49, cardio
947.11, 8.59, 4, 12, 12, 201.69, antiinfective
444.39, 0.5, 4, 10, 0, 159.82, antineoplastic
320.4, 2.59, 2, 4, 3, 72.94, antineoplastic
364.41, 3.15, 2, 5, 6, 108.36, antiinfective
749.0, 1.9, 5, 14, 7, 180.08, antiinfective
663.41, 6.42, 3, 8, 22, 108.33, antiinfective
523.57, 0.98, 3, 12, 8, 177.42, antiinfective
423.72, 6.81, 0, 3, 7, 27.69, antiinfective
525.6, 2.66, 2, 8, 1, 139.04, antiinfective
639.83, 5.73, 2, 9, 3, 116.04, antiinfective
526.54, 1.13, 5, 11, 4, 191.63, antineoplastic
249.35, 2.33, 2, 3, 3, 43.7, cns
419.46, 0.06, 2, 6, 4, 152.3, cardio
376.42, 3.34, 3, 5, 6, 106.34, antineoplastic
315.46, 3.22, 2, 3, 3, 43.7, cns
707.81, 1.29, 7, 13, 6, 230.99, antiinfective
338.49, 2.09, 4, 4, 2, 80.92, antiinfective
240.31, 3.38, 1, 4, 3, 50.17, cardio
371.93, 3.37, 1, 1, 5, 24.75, cardio
280.14, 0.9, 1, 3, 1, 57.61, antiinfective
1131.27, -1.32, 13, 23, 14, 388.04, cardio
916.11, 1.83, 5, 18, 13, 238.67, antiinfective
594.67, -2.99, 10, 9, 18, 284.58, antineoplastic
292.36, 1.75, 3, 4, 3, 70.59, antineoplastic
598.09, 4.97, 4, 6, 14, 144.6, antineoplastic
370.53, 6.83, 2, 2, 14, 57.53, antiinfective
548.67, 2.43, 3, 9, 5, 131.75, cardio
307.97, -0.78, 4, 4, 5, 80.92, antineoplastic
1304.46, -3.02, 15, 17, 23, 506.84, antiinfective
442.42, -3.21, 6, 8, 2, 185.65, antiinfective
153.14, 0.51, 3, 3, 1, 69.56, antiinfective
270.27, -0.74, 1, 5, 2, 115.54, antiinfective
265.23, -1.57, 3, 9, 2, 128.54, antiinfective
665.73, 0.12, 7, 13, 3, 230.99, antiinfective
226.28, 0.05, 2, 3, 3, 83.63, antiinfective
165.21, -2.74, 0, 2, 3, 26.3, cardio
204.27, 1.98, 2, 2, 3, 39.26, cns
1001.05, 3.0, 7, 17, 14, 321.91, antineoplastic
573.62, -4.07, 2, 16, 9, 225.59, antiinfective
183.21, 0.48, 4, 4, 2, 86.71, cardio
457.43, -3.11, 7, 12, 7, 202.32, antineoplastic
199.16, -1.1, 2, 4, 2, 87.07, antiinfective
280.36, 1.96, 2, 4, 0, 66.76, antiinfective
843.06, 2.33, 4, 16, 11, 195.38, antiinfective
181.24, 0.68, 1, 4, 1, 55.29, cardio
458.49, 0.14, 5, 9, 3, 164.63, antiinfective
244.21, -3.17, 4, 9, 2, 143.72, antineoplastic
1270.29, -3.9, 16, 23, 18, 510.14, antiinfective
886.86, -3.4, 10, 18, 4, 368.9, antiinfective
1163.16, -16.32, 24, 30, 18, 672.86, antiinfective
492.61, 1.23, 5, 8, 4, 136.68, antineoplastic
246.31, 4.24, 2, 0, 2, 31.58, antineoplastic
293.45, 4.16, 0, 4, 14, 66.43, cardio
